strain,orien,roundness,aspect,size,tilt,nearest_grain,ferrite_bainite,size4,subtraction
1.0,2.0,0.246,0.472,1.2187720260004695,63.06100000000001,27.0185,1.0,1.1003210901401832,0.11845093586028632
3.0,0.0,0.245,0.48,0.5041506774218811,44.38300000000001,44.2832,1.0,0.3485002741013392,0.15565040332054192
1.0,1.0,0.649,0.6779999999999999,0.4894666771086224,79.74,34.0,1.0,0.19578667084344892,0.29368000626517343
1.0,1.0,0.188,0.4270000000000001,1.365612029133057,66.35600000000001,49.2443,0.0,1.2510768266896388,0.11453520244341807
1.0,3.0,0.242,0.463,0.3533949408724254,2.639,36.2215,1.0,0.13900853629884874,0.21438640457357666
0.0,3.0,0.191,0.461,1.0131960216148483,25.688,41.4367,1.0,0.6774218811183335,0.3357741404965149
2.0,1.0,0.312,0.7340000000000001,1.498746965306602,4.881,37.1618,1.0,1.162972824810087,0.3357741404965149
2.0,1.0,0.29,0.66,0.9525021536533792,52.503,33.2415,0.0,0.5247082778604433,0.4277938757929359
1.0,1.0,0.371,0.404,0.3132586733495184,6.420999999999991,64.0703,0.0,0.2682277390555251,0.0450309342939933
1.0,0.0,0.235,0.452,0.7312632156002818,53.494,50.01,0.0,0.5344976114026158,0.1967656041976661
1.0,1.0,0.339,0.467,0.5697392121544366,42.669,33.2415,0.0,0.4170256088965463,0.1527136032578903
3.0,0.0,0.33,0.343,0.8320933510846581,67.153,46.0977,0.0,0.6500117472002507,0.18208160388440744
1.0,3.0,0.621,0.6920000000000001,3.055250998512021,71.442,35.3836,0.0,2.8584853943143558,0.19676560419766576
1.0,1.0,0.5820000000000001,0.657,0.5491816117158743,67.917,57.0351,1.0,0.45030934293993263,0.09887226877594167
1.0,3.0,0.392,0.794,0.6764429477641162,43.56800000000001,28.3019,1.0,0.5854021458219124,0.09104080194220376
2.0,3.0,0.31,0.363,0.3524160075182082,35.8,27.8029,1.0,0.21340747121935932,0.13900853629884882
1.0,3.0,0.229,0.34,1.0582269559088415,65.828,35.1141,1.0,0.6186858798652988,0.4395410760435428
1.0,0.0,0.236,0.394,0.7204949487038923,25.445,28.3019,0.0,0.5305818779857467,0.1899130707181456
1.0,3.0,0.404,0.7509999999999999,1.0043856214268931,11.044000000000011,33.9706,0.0,0.9162816195473412,0.08810400187955192
1.0,0.0,0.241,0.44,0.5873600125303471,49.64,29.5466,1.0,0.4933824105254914,0.09397760200485566
2.0,3.0,0.506,0.5660000000000001,0.3817840081447255,67.792,36.4005,1.0,0.3445845406844702,0.03719946746025532
3.0,3.0,0.252,0.7659999999999999,0.9094290860678206,2.430000000000007,27.8029,1.0,0.5638656120291331,0.3455634740386875
3.0,0.0,0.125,0.471,1.3499490954655806,9.442000000000009,36.8782,0.0,0.7028741483279819,0.6470749471375987
2.0,3.0,0.5,0.5379999999999999,1.4282637638029605,18.734,35.1141,1.0,1.2765290938992877,0.1517346699036728
1.0,2.0,0.32,0.989,1.3793170960920975,56.352,27.2947,1.0,1.358759495653536,0.020557600438561696
2.0,2.0,0.075,0.462,3.4957710079097817,16.170999999999992,76.7919,0.0,1.72683843683922,1.7689325710705617
2.0,1.0,0.264,0.511,1.0014488213642414,57.637,27.2947,1.0,0.8829978855039549,0.11845093586028654
2.0,3.0,0.401,0.341,0.4747826767953637,25.391,28.178,0.0,0.4091941420628084,0.06558853473255527
1.0,0.0,0.387,0.594,0.4610776098363224,47.65799999999999,43.2666,0.0,0.3622053410603806,0.0988722687759418
2.0,0.0,0.196,0.175,0.8643981517738273,45.516999999999996,40.8044,0.0,0.6970005482026784,0.16739760357114886
1.0,3.0,0.261,0.355,2.2368627143864046,21.858,28.178,0.0,1.9010885738898893,0.3357741404965153
2.0,0.0,0.5489999999999999,0.647,0.3612264077061634,31.839,30.4795,0.0,0.2447333385543112,0.11649306915185215
1.0,1.0,0.48,0.521,0.4454146761688464,2.588,29.0689,0.0,0.28389067272300106,0.16152400344584533
1.0,3.0,0.417,0.743,0.3798261414362911,63.069,21.0238,1.0,0.1370506695904143,0.2427754718458768
2.0,2.0,0.36,0.256,0.4786984102122328,4.313999999999994,21.0238,0.0,0.3093429399326494,0.16935547027958342
1.0,1.0,0.431,0.633,1.2892552275041114,85.89399999999998,31.4006,1.0,0.3328373404338633,0.956417887070248
0.0,1.0,0.55,0.684,0.4571618764194533,53.072,46.8722,1.0,0.28389067272300106,0.1732712036964522
0.0,3.0,0.36,0.556,4.597071031404182,80.719,46.8722,1.0,3.1560811339963974,1.440989897407785
1.0,0.0,0.303,0.55,1.9284987078079725,16.583,29.0689,0.0,1.581956300415068,0.34654240739290443
2.0,2.0,0.235,0.725,2.503132586733495,86.103,27.2029,0.0,1.3568016289451013,1.1463309577883938
2.0,3.0,0.389,0.293,0.3533949408724254,4.046999999999997,47.0425,0.0,0.2466912052627457,0.10670373560967968
2.0,3.0,0.363,0.62,0.7694416164147545,6.304000000000002,35.3553,0.0,0.6872112146605059,0.08223040175424856
2.0,1.0,0.269,0.461,0.5961704127183021,70.18,24.0,0.0,0.1899130707181455,0.40625734200015656
2.0,1.0,0.333,0.462,0.431709609209805,71.117,27.2029,0.0,0.3543738742266427,0.07733573498316232
1.0,0.0,0.366,0.333,0.6558853473255541,28.90600000000001,24.1868,0.0,0.2506069386796147,0.40527840864593945
1.0,2.0,0.374,0.563,0.7244106821207612,63.146,47.4342,0.0,0.6813376145352025,0.04307306758555873
1.0,1.0,0.412,0.297,0.4003837418748532,86.101,21.9317,0.0,0.2486490719711802,0.151734669903673
1.0,2.0,0.229,0.327,0.5501605450700916,84.93,24.1868,0.0,0.4561829430652361,0.0939776020048555
2.0,2.0,0.306,0.371,0.6744850810556817,3.920999999999992,41.0,0.0,0.5638656120291331,0.11061946902654862
1.0,3.0,0.431,0.4970000000000001,0.34066880726760124,26.416,47.0425,0.0,0.29172213955673904,0.0489466677108622
2.0,0.0,0.375,0.5760000000000001,0.35633174093507713,13.807,24.0,0.0,0.2486490719711802,0.10768266896389694
2.0,3.0,0.464,0.855,1.435116297282481,87.429,32.0,0.0,0.8869136189208239,0.548202678361657
2.0,3.0,0.5529999999999999,0.884,0.3935312083953325,70.483,24.1868,0.0,0.2094917378024904,0.18403947059284206
2.0,2.0,0.33,0.866,0.4326885425640222,77.377,25.2389,0.0,0.2819328060145665,0.15075573654945573
2.0,1.0,0.209,0.337,0.9035554859425172,81.19800000000002,21.9317,0.0,0.5971493460725193,0.30640613986999776
2.0,0.0,0.445,0.614,0.3132586733495184,38.57900000000001,22.3607,0.0,0.2486490719711802,0.06460960137833821
2.0,3.0,0.157,0.293,0.9652282872582034,3.727000000000004,39.5601,0.0,0.7655258829978855,0.19970240426031796
2.0,3.0,0.359,0.511,0.5521184117785262,46.566,32.0,0.0,0.467930143315843,0.08418826846268318
2.0,2.0,0.392,0.835,0.943691753465424,20.035,25.2389,0.0,0.675464014409899,0.268227739055525
2.0,0.0,0.238,0.748,1.1727621583522594,89.596,41.0,0.0,0.6578432140339886,0.5149189443182708
2.0,3.0,0.244,0.901,1.0944474900148795,53.475,38.4838,0.0,0.6049808129062574,0.4894666771086221
2.0,3.0,0.434,0.665,0.4395410760435429,41.285,22.3607,0.0,0.2486490719711802,0.19089200407236276
1.0,1.0,0.35,0.767,0.3279426736627771,40.034,35.7351,0.0,0.14488213642415226,0.1830605372386248
2.0,1.0,0.14400000000000002,0.816,5.1208003759104095,65.832,55.0091,1.0,2.989662463779466,2.1311379121309426
2.0,3.0,0.245,0.634,0.3994048085206359,44.412,34.7131,1.0,0.10964053567233142,0.2897642728483045
0.0,2.0,0.378,0.309,0.33577414049651505,9.084000000000003,70.3491,1.0,0.2153653379277939,0.12040880256872115
1.0,0.0,0.18,0.7440000000000001,0.6470749471375988,49.111,37.6431,0.0,0.471845876732712,0.17522907040488686
2.0,3.0,0.377,0.564,0.6314120134701229,43.869,41.0,0.0,0.5560341451953951,0.07537786827472781
0.0,3.0,0.059,0.487,6.0282715952697945,88.626,47.0425,0.0,4.616649698488527,1.4116218967812673
2.0,1.0,0.369,0.5329999999999999,0.4228992090218498,5.774,51.1566,1.0,0.08223040175424857,0.34066880726760124
2.0,0.0,0.29,0.627,1.2882762941498944,4.53,33.541,0.0,0.2819328060145665,1.006343488135328
0.0,3.0,0.421,0.504,0.6040018795520401,52.476000000000006,34.2053,1.0,0.5090453441929673,0.09495653535907278
2.0,1.0,0.199,0.866,0.8311144177304409,39.44,45.2769,0.0,0.3485002741013392,0.4826141436291017
2.0,1.0,0.366,0.393,0.7244106821207612,57.697,45.2769,0.0,0.6558853473255541,0.06852533479520706
1.0,1.0,0.221,0.333,1.1453520244341764,48.07599999999999,41.1096,1.0,0.7851045500822303,0.36024747435194604
0.0,3.0,0.239,0.54,3.3459942047145432,6.5260000000000105,39.8121,1.0,0.943691753465424,2.402302451249119
2.0,1.0,0.469,0.536,0.5991072127809539,88.14200000000002,37.6431,1.0,0.48750881040018795,0.1115984023807659
2.0,0.0,0.374,0.301,0.4963192105881432,68.141,40.3113,0.0,0.3974469418122014,0.0988722687759418
2.0,2.0,0.239,0.461,0.3328373404338633,0.7340000000000089,33.541,0.0,0.20557600438562146,0.12726133604824186
2.0,0.0,0.28,0.631,0.3533949408724254,27.348000000000006,32.249,0.0,0.14096640300728328,0.21242853786514213
2.0,0.0,0.099,0.569,3.1423760670373566,17.342000000000013,35.7351,0.0,1.7053019030464407,1.437074163990916
3.0,3.0,0.429,0.696,0.6402224136580782,20.82499999999999,37.9473,1.0,0.471845876732712,0.1683765369253662
2.0,0.0,0.128,0.316,2.0371603101260867,12.51,32.249,0.0,1.3039392278173705,0.7332210823087162
2.0,0.0,0.531,0.4920000000000001,0.4904456104628397,8.551,49.0408,1.0,0.2701856057639596,0.22026000469888007
2.0,0.0,0.556,0.441,0.4444357428146292,69.321,40.3113,0.0,0.4072362753543739,0.03719946746025532
1.0,1.0,0.192,0.8079999999999999,1.995066175894745,61.465,53.0094,1.0,1.6289451014174956,0.3661210744772494
2.0,3.0,0.158,0.764,6.0282715952697945,5.656000000000006,53.0377,1.0,1.9735296421019657,4.054741953167828
1.0,1.0,0.401,0.31,0.679379747826768,16.836000000000013,34.0147,1.0,0.17033440363380062,0.5090453441929674
2.0,1.0,0.243,0.382,3.540801942203775,63.383,58.3095,1.0,2.7488448586420238,0.7919570835617509
1.0,1.0,0.482,0.475,0.4747826767953637,14.201,44.643,1.0,0.3034693398073459,0.17131333698801776
2.0,3.0,0.181,0.629,0.7821677500195787,6.556000000000013,29.5466,1.0,0.5247082778604433,0.25745947215913545
1.0,2.0,0.466,0.424,0.34947920745555644,80.50399999999998,25.0599,0.0,0.3073850732242149,0.04209413423134156
2.0,1.0,0.147,0.989,2.537395254131099,39.392,46.0109,1.0,2.0655493773983866,0.4718458767327123
2.0,3.0,0.35100000000000003,0.637,0.7488840159761924,54.603,28.6356,1.0,0.4698880100242776,0.2789960059519148
0.0,3.0,0.136,0.398,2.495301119899757,41.28399999999999,50.6952,0.0,1.9637403085597933,0.5315608113399637
2.0,1.0,0.463,0.742,1.0895528232437934,34.41,43.566,1.0,0.5736549455713055,0.515897877672488
1.0,2.0,0.202,0.534,0.3504581408097737,47.16900000000001,25.0599,0.0,0.29172213955673904,0.058736001253034686
2.0,2.0,0.5720000000000001,0.6990000000000001,0.3974469418122014,48.69499999999999,41.0488,1.0,0.25648053880491817,0.14096640300728325
3.0,3.0,0.381,0.619,0.8575456182943065,55.78,52.0096,1.0,0.6343488135327747,0.2231968047615318
2.0,1.0,0.245,0.606,1.9940872425405283,80.736,45.0,1.0,0.8810400187955204,1.1130472237450078
1.0,1.0,0.341,0.636,0.32598480695434257,27.53,32.8938,1.0,0.06656746808677265,0.2594173388675699
1.0,3.0,0.214,0.545,0.3543738742266427,25.64599999999999,63.0714,1.0,0.21340747121935932,0.14096640300728333
2.0,1.0,0.226,0.417,0.9211762863184276,68.173,58.3095,1.0,0.8908293523376928,0.03034693398073485
2.0,3.0,0.242,0.555,0.7988096170412718,29.232,28.6356,1.0,0.5912757459472159,0.207533871094056
0.0,3.0,0.5429999999999999,0.6629999999999999,0.3210901401832563,35.712,30.5941,1.0,0.2271125381784008,0.09397760200485553
1.0,1.0,0.459,0.89,1.4762314981596052,1.9480000000000075,30.5941,1.0,0.4738037434411465,1.0024277547184588
1.0,2.0,0.601,0.946,0.475761610149581,30.873999999999995,41.0488,1.0,0.3680789411856841,0.10768266896389683
1.0,2.0,0.318,0.483,0.3788472080820738,16.686000000000007,32.8938,1.0,0.13900853629884874,0.23983867178322504
2.0,3.0,0.45,0.406,0.3974469418122014,32.234,47.0425,0.0,0.3524160075182082,0.045030934293993234
2.0,3.0,0.131,0.4320000000000001,3.6445688777508014,68.238,45.0,1.0,2.094917378024904,1.5496514997258983
1.0,2.0,0.391,0.615,1.0954264233690971,12.259,45.7056,1.0,0.6186858798652988,0.4767405435037984
1.0,1.0,0.28800000000000003,0.412,2.13896937896468,28.586,63.3482,0.0,1.842352572636855,0.2966168063278249
2.0,1.0,0.29100000000000004,0.334,1.3979168298222258,2.587999999999994,47.0425,1.0,0.8203461508340512,0.5775706789881746
1.0,2.0,0.438,0.581,0.31521654005795285,38.755,38.8973,1.0,0.19578667084344892,0.11942986921450392
1.0,3.0,0.224,0.285,0.4561829430652361,30.564,37.3363,0.0,0.31521654005795285,0.14096640300728325
0.0,3.0,0.265,0.736,1.8139635053645544,5.7860000000000005,47.0425,1.0,0.8614613517111755,0.9525021536533788
1.0,3.0,0.14400000000000002,0.679,1.2863184274414596,33.534,37.3363,1.0,0.7048320150364163,0.5814864124050433
1.0,0.0,0.095,0.4,2.2495888479912285,27.16800000000001,61.0737,0.0,1.6543973686271436,0.5951914793640849
2.0,0.0,0.13,0.091,0.6235805466363851,54.06699999999999,31.7805,0.0,0.5462448116532227,0.07733573498316237
1.0,0.0,0.308,0.212,0.9750176208003759,58.636,44.1475,0.0,0.8516720181690031,0.12334560263137295
1.0,0.0,0.406,0.424,0.5188346777351398,67.571,43.0116,0.0,0.4405200093977602,0.0783146683373796
1.0,0.0,0.45,0.379,0.6079176129689089,30.248,44.2945,0.0,0.48750881040018795,0.12040880256872087
0.0,1.0,0.5539999999999999,0.647,0.3582896076435116,11.044999999999987,22.8473,0.0,0.3073850732242149,0.05090453441929671
0.0,2.0,0.292,0.662,2.783107526039627,27.595,67.1863,0.0,2.3141984493695658,0.46890907667006104
1.0,1.0,0.285,0.4320000000000001,0.5981282794267366,47.994,44.1475,0.0,0.3191322734748219,0.2789960059519147
0.0,3.0,0.334,0.365,0.8996397525256481,24.96799999999999,22.8473,0.0,0.7831466833737959,0.1164930691518522
1.0,3.0,0.279,0.223,2.8007283264155376,40.339,58.1378,0.0,2.433628318584071,0.3671000078314668
2.0,0.0,0.139,0.124,5.696413188190148,54.040000000000006,31.7805,0.0,4.976897172840473,0.7195160153496749
1.0,1.0,0.35700000000000004,0.299,0.3416477406218185,20.142,29.1548,0.0,0.1938288041350145,0.14781893648680405
2.0,0.0,0.19,0.555,2.741992325162503,8.640999999999991,55.7315,0.0,1.8384368392199857,0.9035554859425172
2.0,0.0,0.163,0.35200000000000004,3.3988566058422744,33.20099999999999,55.7315,0.0,2.8369488605215762,0.5619077453206986
2.0,1.0,0.202,0.386,5.213799044561045,36.67599999999999,45.1221,0.0,4.689090766700604,0.5247082778604417
0.0,0.0,0.302,0.23,1.003406688072676,39.92500000000001,38.3275,0.0,0.691126948077375,0.312279739995301
0.0,2.0,0.378,0.3,0.3533949408724254,28.035,67.1863,0.0,0.32304800689169083,0.03034693398073457
1.0,1.0,0.263,0.7440000000000001,1.739564570444044,21.86600000000001,29.1548,0.0,1.4762314981596052,0.2633330722844387
1.0,2.0,0.483,0.438,0.3308794737254288,68.61,31.0,0.0,0.28389067272300106,0.04698880100242775
1.0,1.0,0.31,0.259,0.4209413423134153,33.643,34.1321,0.0,0.3426266739760357,0.0783146683373796
1.0,2.0,0.693,0.675,0.7479050826219751,89.816,40.0125,0.0,0.6284752134074713,0.11942986921450385
0.0,1.0,0.34700000000000003,0.609,0.3710157412483358,28.689,38.3275,0.0,0.3289216070169943,0.042094134231341514
1.0,2.0,0.331,0.608,0.5668024120917847,50.578,31.1448,0.0,0.5325397446941812,0.03426266739760353
3.0,1.0,0.622,0.7759999999999999,1.8315843057404653,76.72399999999998,41.7612,0.0,1.6015349674994126,0.2300493382410527
0.0,1.0,0.407,0.65,0.9241130863810793,81.248,50.0899,1.0,0.7361578823713681,0.1879552040097111
1.0,2.0,0.51,0.879,0.4561829430652361,17.989,34.1321,0.0,0.3054272065157804,0.15075573654945568
2.0,3.0,0.29100000000000004,0.71,2.6020048555094366,44.708,25.4951,0.0,0.7342000156629337,1.867804839846503
1.0,2.0,0.195,0.128,0.7028741483279819,61.99500000000001,34.2053,0.0,0.5247082778604433,0.17816587046753862
2.0,2.0,0.221,0.67,2.508027253504581,84.887,31.0,0.0,2.1301589787767248,0.3778682747278563
1.0,1.0,0.5589999999999999,0.75,0.3093429399326494,86.171,44.1022,1.0,0.14879786984102122,0.16054507009162816
2.0,3.0,0.456,0.385,0.3328373404338633,43.19,25.4951,0.0,0.22319680476153184,0.10964053567233148
2.0,1.0,0.454,0.439,0.6098754796773436,47.84100000000001,29.0172,0.0,0.3269637403085598,0.2829117393687838
1.0,1.0,0.197,0.151,2.017581643041742,36.979000000000006,31.1448,0.0,1.891299240347717,0.12628240269402502
1.0,2.0,0.198,0.655,3.1423760670373566,87.04700000000003,41.7612,0.0,2.4845328530033672,0.6578432140339894
0.0,1.0,0.14800000000000002,0.629,0.9280288197979482,57.44300000000001,44.1022,1.0,0.6715482809930301,0.2564805388049181
1.0,2.0,0.17800000000000002,0.636,5.916673192889028,4.349,38.3275,0.0,2.7664656590179337,3.150207533871094
1.0,1.0,0.306,0.328,0.31521654005795285,59.402,35.2278,0.0,0.2701856057639596,0.045030934293993234
1.0,1.0,0.259,0.701,0.31423760670373563,71.322,35.2278,1.0,0.04111520087712429,0.2731224058266113
1.0,1.0,0.251,0.626,0.6813376145352025,45.801,39.0,0.0,0.45030934293993263,0.23102827159526984
2.0,1.0,0.435,0.855,0.3719946746025531,28.908999999999992,33.1361,1.0,0.12726133604824186,0.24473333855431126
1.0,1.0,0.159,0.637,2.030307776646566,56.312,44.5533,1.0,1.8188581721356407,0.2114496045109251
1.0,2.0,0.406,0.4,0.3935312083953325,26.48500000000001,38.0132,0.0,0.3289216070169943,0.06460960137833821
1.0,1.0,0.209,0.5720000000000001,0.8174093507713995,32.855999999999995,44.5533,1.0,0.6578432140339886,0.15956613673741096
1.0,0.0,0.384,0.672,1.3979168298222258,81.551,39.0,0.0,0.7851045500822303,0.6128122797399954
0.0,1.0,0.279,0.431,1.6524395019187097,65.08,43.8634,1.0,1.2686976270655494,0.38374187485316025
1.0,0.0,0.228,0.424,0.6186858798652988,83.49,38.0132,0.0,0.5110032109014019,0.10768266896389687
3.0,1.0,0.364,0.416,0.3113008066410839,53.822,46.6905,0.0,0.16641867021693166,0.14488213642415226
3.0,0.0,0.466,0.5529999999999999,0.3896154749784635,25.925000000000008,53.0,0.0,0.07244106821207613,0.31717440676638736
0.0,0.0,0.133,0.7170000000000001,1.6818075025452268,75.122,45.31,1.0,0.6206437465737332,1.0611637559714937
0.0,0.0,0.308,0.561,2.0694651108152557,31.614000000000004,53.0,0.0,0.5364554781110502,1.5330096327042062
1.0,1.0,0.34,0.539,0.3974469418122014,24.109,39.0,0.0,0.1859973373012765,0.2114496045109249
2.0,1.0,0.185,0.586,3.1130080664108384,40.53100000000001,33.1361,0.0,1.0709530895136659,2.0420549768971723
0.0,3.0,0.159,0.324,1.0043856214268931,76.062,18.6815,1.0,0.775315216540058,0.2290704048868352
0.0,1.0,0.327,0.349,0.6519696139086851,58.8,30.0167,1.0,0.3994048085206359,0.2525648053880492
0.0,3.0,0.309,0.777,0.3974469418122014,63.401,44.1022,1.0,0.3132586733495184,0.08418826846268301
0.0,3.0,0.503,0.426,0.30640613986999765,83.43,18.6815,1.0,0.2741013391808286,0.032304800689169084
1.0,1.0,0.5479999999999999,0.867,1.1962565588534733,15.335,46.3249,0.0,0.08223040175424857,1.1140261570992247
2.0,1.0,0.23,0.434,0.8487352181063512,76.107,54.0,1.0,0.7204949487038923,0.12824026940245892
1.0,1.0,0.415,0.659,0.5511394784243089,62.85,54.0,1.0,0.4189834756049808,0.1321560028193281
0.0,3.0,0.223,0.578,1.748374970631999,57.327,44.1022,1.0,0.3269637403085598,1.4214112303234394
0.0,2.0,0.287,0.547,0.7371368157255854,16.704000000000008,33.1361,1.0,0.5873600125303471,0.14977680319523834
0.0,3.0,0.223,0.536,0.7312632156002818,49.457,33.1361,0.0,0.4659722766074085,0.26529093899287337
1.0,1.0,0.21600000000000005,0.334,0.6020440128436055,50.69399999999999,60.5392,0.0,0.5403712115279192,0.06167280131568631
3.0,0.0,0.409,0.53,0.645247419010324,86.09700000000002,18.2483,1.0,0.0177999288002848,0.6274474902100392
2.0,3.0,0.818,0.888,0.4138483446066216,58.032,21.4709,0.0,0.044499822000712015,0.3693485226059096
1.0,3.0,0.75,0.54,0.3248487006051976,27.92099999999999,21.1896,0.0,0.0177999288002848,0.3070487718049128
